District Name,School Code,School Name,SBE District,EVAAS Growth Status,Percent Participation,ACT Percent,ACT WorkKeys Percent,Passing Math III Percent,4-Year Cohort Graduation Rate Percent,5-Year Cohort Graduation Rate Percent,Graduation Project
Cumberland County Schools,260386,Margaret Willis Elementary,SandHills Region,Exceeded,100.0,,,,,,
Cumberland County Schools,260388,Massey Hill Classical High,SandHills Region,Met,100.0,73.8,,95.0,95.0,95.0,Y
Cumberland County Schools,260396,Mary McArthur Elementary,SandHills Region,Met,100.0,,,,,,
Cumberland County Schools,260397,E Melvin Honeycutt Elementary,SandHills Region,Exceeded,100.0,,,,,,
Cumberland County Schools,260398,E E Miller Elementary,SandHills Region,Met,100.0,,,,,,
Cumberland County Schools,260400,Montclair Elementary,SandHills Region,Met,100.0,,,,,,
Cumberland County Schools,260401,Morganton Road Elementary,SandHills Region,Met,100.0,,,,,,
Cumberland County Schools,260402,Manchester Elementary,SandHills Region,Met,100.0,,,,,,
Cumberland County Schools,260403,New Century International Elementary,SandHills Region,NotMet,100.0,,,,,,
Cumberland County Schools,260404,William H Owen Elementary,SandHills Region,Met,100.0,,,,,,
Cumberland County Schools,260405,Walker Spivey Elementary,SandHills Region,Met,100.0,,,,,,
Cumberland County Schools,260406,Pine Forest Middle,SandHills Region,Exceeded,100.0,,,,,,
Cumberland County Schools,260407,Lake Rim Elementary,SandHills Region,Exceeded,100.0,,,,,,
Cumberland County Schools,260408,Pine Forest High,SandHills Region,Exceeded,88.1,54.3,70.5,92.3,87.1,87.6,N
Cumberland County Schools,260410,Ponderosa Elementary,SandHills Region,Exceeded,100.0,,,,,,
Cumberland County Schools,260411,Reid Ross Classical High,SandHills Region,Exceeded,100.0,69.2,83.3,95.0,95.0,95.0,Y
Cumberland County Schools,260412,Raleigh Road Elementary,SandHills Region,,,,,,,,
Cumberland County Schools,260413,Pauline Jones Middle,SandHills Region,NotMet,90.9,,,,,,
Cumberland County Schools,260414,Benjamin J Martin Elementary,SandHills Region,Met,100.0,,,,,,
Cumberland County Schools,260415,Rockfish Elementary,SandHills Region,Met,100.0,,,,,,
Cumberland County Schools,260416,J W Seabrook Elementary,SandHills Region,Exceeded,100.0,,,,,,
Cumberland County Schools,260417,New Century International Middle,SandHills Region,Exceeded,100.0,,,,,,
Cumberland County Schools,260418,Seventy-First Classical Middle,SandHills Region,Met,100.0,,,,,,
Cumberland County Schools,260419,Reid Ross Classical Middle,SandHills Region,NotMet,100.0,,,,,,
Cumberland County Schools,260424,Seventy-First High,SandHills Region,Met,86.5,32.9,69.5,95.0,82.7,83.9,N
Cumberland County Schools,260425,South View Middle,SandHills Region,NotMet,100.0,,,,,,
Cumberland County Schools,260426,Sherwood Park Elementary,SandHills Region,Met,100.0,,,,,,
Cumberland County Schools,260427,South View High,SandHills Region,Exceeded,100.0,55.1,68.3,93.0,82.9,85.4,Y
Cumberland County Schools,260428,Spring Lake Middle,SandHills Region,Exceeded,100.0,,,,,,
Cumberland County Schools,260430,Stedman Elementary,SandHills Region,NotMet,100.0,,,,,,
Cumberland County Schools,260432,Stedman Primary,SandHills Region,,,,,,,,
Cumberland County Schools,260434,Stoney Point Elementary,SandHills Region,Exceeded,100.0,,,,,,
Cumberland County Schools,260440,Sunnyside Elementary,SandHills Region,Met,100.0,,,,,,
Cumberland County Schools,260444,Teresa C Berrien Elementary,SandHills Region,Met,100.0,,,,,,
Cumberland County Schools,260446,Terry Sanford High,SandHills Region,NotMet,83.3,61.1,76.5,95.0,83.1,87.2,N
Cumberland County Schools,260448,Vanstory Hills Elementary,SandHills Region,Met,100.0,,,,,,
Cumberland County Schools,260449,Ramsey Street High,SandHills Region,NotMet,90.9,5.0,,,,,N
Cumberland County Schools,260450,Warrenwood Elementary,SandHills Region,Met,100.0,,,,,,
Cumberland County Schools,260452,Westarea Elementary,SandHills Region,Exceeded,100.0,,,,,,
Cumberland County Schools,260454,Westover Middle,SandHills Region,Met,100.0,,,,,,
Cumberland County Schools,260455,Westover High,SandHills Region,Met,90.6,30.3,72.8,95.0,80.3,82.4,N
Cumberland County Schools,260459,William T Brown Elementary,SandHills Region,Met,100.0,,,,,,
Cumberland County Schools,260700,Howard Health & Life Sciences,SandHills Region,Exceeded,100.0,95.0,,95.0,95.0,95.0,N
Currituck County Schools,270,Currituck County Schools,Northeast Region,,96.4,57.5,68.5,82.0,91.3,91.2,
Currituck County Schools,270304,Central Elementary,Northeast Region,Met,100.0,,,,,,
Currituck County Schools,270306,Currituck County High,Northeast Region,NotMet,96.2,52.6,69.2,79.2,90.7,89.1,N
Currituck County Schools,270308,Currituck County Middle,Northeast Region,Met,100.0,,,,,,
Currituck County Schools,270309,Jarvisburg Elementary,Northeast Region,Met,100.0,,,,,,
Currituck County Schools,270310,Shawboro Elementary School,Northeast Region,Met,100.0,,,,,,
Currituck County Schools,270311,The JP Knapp ECH (i)School,Northeast Region,Exceeded,100.0,76.1,,95.0,95.0,95.0,N
Currituck County Schools,270312,Knotts Island Elementary,Northeast Region,Met,100.0,,,,,,
Currituck County Schools,270316,Moyock Elementary,Northeast Region,Met,100.0,,,,,,
Currituck County Schools,270318,Moyock Middle,Northeast Region,Met,100.0,,,,,,
Currituck County Schools,270320,W T Griggs Elementary,Northeast Region,Met,100.0,,,,,,
Dare County Schools,280,Dare County Schools,Northeast Region,,96.3,69.7,71.9,95.0,95.0,94.1,
Dare County Schools,280302,Cape Hatteras Elementary School,Northeast Region,Exceeded,100.0,,,,,,
Dare County Schools,280304,Cape Hatteras Secondary School,Northeast Region,NotMet,100.0,65.1,,95.0,93.3,91.1,Y
Dare County Schools,280306,Dare County Alternative School,Northeast Region,Met,100.0,,,95.0,73.3,73.7,Y
Dare County Schools,280308,Kitty Hawk Elementary School,Northeast Region,Met,100.0,,,,,,
Dare County Schools,280310,Nags Head Elementary School,Northeast Region,Met,100.0,,,,,,
Dare County Schools,280312,Manteo Elementary School,Northeast Region,NotMet,100.0,,,,,,
Dare County Schools,280316,Manteo High School,Northeast Region,Exceeded,100.0,67.9,76.5,95.0,95.0,94.9,Y
Dare County Schools,280320,Manteo Middle School,Northeast Region,Met,100.0,,,,,,
Dare County Schools,280324,First Flight Elementary School,Northeast Region,Met,100.0,,,,,,
Dare County Schools,280328,First Flight Middle School,Northeast Region,Met,100.0,,,,,,
Dare County Schools,280330,First Flight High School,Northeast Region,Met,95.5,74.4,64.3,95.0,95.0,95.0,Y
Davidson County Schools,290,Davidson County Schools,Piedmont Triad Region,,96.2,61.8,76.5,95.0,85.9,83.4,
Davidson County Schools,290302,Brier Creek Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Davidson County Schools,290306,Northwest Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Davidson County Schools,290307,Southmont Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Davidson County Schools,290308,Central Davidson High,Piedmont Triad Region,NotMet,91.3,51.3,78.0,95.0,85.7,81.5,N
Davidson County Schools,290309,Central Davidson Middle,Piedmont Triad Region,NotMet,100.0,,,,,,
Davidson County Schools,290310,Stoner-Thomas School,Piedmont Triad Region,,100.0,,,,,,N
Davidson County Schools,290312,Churchland Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Davidson County Schools,290314,Davidson County High School,Piedmont Triad Region,NotMet,100.0,20.8,46.7,93.7,78.3,81.7,N
Davidson County Schools,290315,Davidson Early College,Piedmont Triad Region,Met,100.0,89.5,,95.0,95.0,95.0,N
Davidson County Schools,290316,Davis-Townsend Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Davidson County Schools,290320,Denton Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Davidson County Schools,290322,E Lawson Brown Middle,Piedmont Triad Region,Exceeded,100.0,,,,,,
Davidson County Schools,290324,East Davidson High,Piedmont Triad Region,Met,100.0,56.4,76.1,95.0,83.4,85.7,N
Davidson County Schools,290328,Fair Grove Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Davidson County Schools,290330,Friedberg Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Davidson County Schools,290332,Hasty Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Davidson County Schools,290333,Friendship Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Davidson County Schools,290334,Ledford Middle,Piedmont Triad Region,NotMet,100.0,,,,,,
Davidson County Schools,290336,Ledford Senior High,Piedmont Triad Region,Exceeded,100.0,72.8,75.7,95.0,91.5,85.4,N
Davidson County Schools,290344,Midway Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Davidson County Schools,290348,North Davidson High,Piedmont Triad Region,Met,100.0,68.1,80.6,95.0,89.9,88.3,N
Davidson County Schools,290350,North Davidson Middle,Piedmont Triad Region,NotMet,100.0,,,,,,
Davidson County Schools,290351,Oak Grove Middle,Piedmont Triad Region,Met,100.0,,,,,,
Davidson County Schools,290352,Pilot Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Davidson County Schools,290356,Reeds Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Davidson County Schools,290364,Silver Valley Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Davidson County Schools,290365,South Davidson High,Piedmont Triad Region,Met,100.0,55.9,75.7,95.0,84.3,79.8,N
Davidson County Schools,290366,Southwood Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Davidson County Schools,290367,South Davidson Middle,Piedmont Triad Region,Exceeded,100.0,,,,,,
Davidson County Schools,290375,Tyro Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Davidson County Schools,290376,Tyro Middle,Piedmont Triad Region,NotMet,100.0,,,,,,
Davidson County Schools,290380,Wallburg Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Davidson County Schools,290384,Welcome Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Davidson County Schools,290388,West Davidson High,Piedmont Triad Region,NotMet,100.0,58.1,73.7,95.0,86.5,80.2,N
Davidson County Schools,290389,Yadkin Valley Regional Career Academy,Piedmont Triad Region,Met,100.0,47.7,,,,,N
Lexington City Schools,291,Lexington City Schools,Piedmont Triad Region,,98.5,45.6,57.8,95.0,85.1,80.9,
Lexington City Schools,291308,Charles England Elementary School,Piedmont Triad Region,Met,100.0,,,,,,
Lexington City Schools,291332,Lexington Middle School,Piedmont Triad Region,NotMet,100.0,,,,,,
Lexington City Schools,291336,Lexington Senior High,Piedmont Triad Region,Met,97.3,45.6,57.8,95.0,85.6,81.3,N
Lexington City Schools,291340,Pickett Elementary School,Piedmont Triad Region,Met,100.0,,,,,,
Lexington City Schools,291348,South Lexington School,Piedmont Triad Region,,,,,,,,
Lexington City Schools,291350,South Lexington Development Center,Piedmont Triad Region,,,,,,,,N
Lexington City Schools,291352,Southwest Elementary School,Piedmont Triad Region,Met,100.0,,,,,,
Thomasville City Schools,292,Thomasville City Schools,Piedmont Triad Region,,93.0,36.8,46.2,95.0,83.9,87.4,
Thomasville City Schools,292316,Liberty Drive Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Thomasville City Schools,292318,Thomasville Primary,Piedmont Triad Region,Met,100.0,,,,,,
Thomasville City Schools,292320,Thomasville Middle,Piedmont Triad Region,Exceeded,100.0,,,,,,
Thomasville City Schools,292324,Thomasville High,Piedmont Triad Region,NotMet,87.1,36.8,46.2,95.0,83.9,87.4,Y
Deaf and Blind Schools,298202,Eastern NC School for the Deaf,Southwest Region,Met,,,,,,47.1,N
Deaf and Blind Schools,298203,Gov. Morehead School for the Blind,Southwest Region,,,,,,,,N
Deaf and Blind Schools,298204,NC School for the Deaf,Southwest Region,,,,,,,,N
Davie County Schools,300,Davie County Schools,Piedmont Triad Region,,100.0,73.9,87.2,95.0,87.3,85.9,
Davie County Schools,300306,Central Davie Academy,Piedmont Triad Region,,,,,,,,N
Davie County Schools,300308,Cooleemee Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Davie County Schools,300310,Cornatzer Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Davie County Schools,300312,Davie County High,Piedmont Triad Region,NotMet,100.0,71.9,87.2,95.0,86.6,86.0,N
Davie County Schools,300314,Davie County Early College High,Piedmont Triad Region,Exceeded,100.0,95.0,,95.0,95.0,95.0,N
Davie County Schools,300320,Mocksville Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Davie County Schools,300325,North Davie Middle,Piedmont Triad Region,Met,100.0,,,,,,
Davie County Schools,300326,Pinebrook Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Davie County Schools,300328,Shady Grove Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Davie County Schools,300330,South Davie Middle,Piedmont Triad Region,Exceeded,100.0,,,,,,
Davie County Schools,300336,William R Davie Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Davie County Schools,300337,William Ellis Middle,Piedmont Triad Region,Exceeded,100.0,,,,,,
Duplin County Schools,310,Duplin County Schools,Southeast Region,,100.0,48.1,63.4,95.0,83.1,86.8,
Duplin County Schools,310304,B F Grady Elementary,Southeast Region,NotMet,100.0,,,,,,
Duplin County Schools,310308,Beulaville Elementary,Southeast Region,Met,100.0,,,,,,
Duplin County Schools,310324,Charity Middle,Southeast Region,Met,100.0,,,,,,
Duplin County Schools,310330,Chinquapin Elementary,Southeast Region,Met,100.0,,,,,,
Duplin County Schools,310336,Warsaw Elementary,Southeast Region,NotMet,100.0,,,,,,
Duplin County Schools,310338,Duplin Early College High,Southeast Region,Met,100.0,73.5,,95.0,95.0,95.0,Y
Duplin County Schools,310340,E E Smith Middle,Southeast Region,NotMet,100.0,,,,,,
Duplin County Schools,310344,East Duplin High,Southeast Region,NotMet,100.0,43.7,66.4,95.0,85.2,89.9,Y
Duplin County Schools,310352,James Kenan High,Southeast Region,Exceeded,100.0,45.0,56.6,95.0,74.3,81.2,Y
Duplin County Schools,310356,Kenansville Elementary,Southeast Region,Met,100.0,,,,,,
Duplin County Schools,310360,North Duplin Elementary,Southeast Region,Met,100.0,,,,,,
Duplin County Schools,310364,North Duplin Jr Sr High,Southeast Region,Met,100.0,58.1,70.0,95.0,92.3,87.5,Y
Duplin County Schools,310384,Rose Hill-Magnolia Elementary,Southeast Region,Met,100.0,,,,,,
Duplin County Schools,310388,Wallace Elementary,Southeast Region,NotMet,100.0,,,,,,
Duplin County Schools,310392,Wallace-Rose Hill High,Southeast Region,NotMet,88.2,45.9,62.1,95.0,84.0,89.1,Y
Duplin County Schools,310396,Warsaw Middle,Southeast Region,NotMet,100.0,,,,,,
Durham Public Schools,320,Durham Public Schools,North Central Region,,93.3,52.9,65.8,93.1,82.3,85.1,
Durham Public Schools,320304,Bethesda Elementary,North Central Region,Met,100.0,,,,,,
Durham Public Schools,320306,Brogden Middle,North Central Region,Met,100.0,,,,,,
Durham Public Schools,320308,Burton Elementary,North Central Region,Exceeded,100.0,,,,,,
Durham Public Schools,320309,J D Clement Early College HS,North Central Region,Exceeded,100.0,86.4,,95.0,95.0,95.0,N
Durham Public Schools,320310,Eastway Elementary,North Central Region,Met,100.0,,,,,,
Durham Public Schools,320312,C E Jordan High,North Central Region,Met,79.5,58.3,60.1,92.1,86.2,85.1,N
Durham Public Schools,320313,Easley Elementary,North Central Region,Met,100.0,,,,,,
Durham Public Schools,320314,The School for Creative Studies,North Central Region,NotMet,88.9,53.3,,,,,N
Durham Public Schools,320315,Eno Valley Elementary,North Central Region,NotMet,100.0,,,,,,
Durham Public Schools,320316,George L Carrington Middle,North Central Region,NotMet,100.0,,,,,,
Durham Public Schools,320317,City of Medicine Academy,North Central Region,Exceeded,100.0,80.9,87.0,95.0,95.0,95.0,N
Durham Public Schools,320318,Club Boulevard Elementary,North Central Region,Met,100.0,,,,,,
Durham Public Schools,320319,Creekside Elementary,North Central Region,Met,100.0,,,,,,
Durham Public Schools,320320,Glenn Elementary,North Central Region,NotMet,100.0,,,,,,
Durham Public Schools,320322,Durham's Performance Learning Center,North Central Region,NotMet,22.2,20.6,37.5,67.3,77.2,68.4,N
Durham Public Schools,320323,Durham School of the Arts,North Central Region,Exceeded,100.0,84.6,93.3,92.6,94.3,95.0,N
Durham Public Schools,320324,Hillandale Elementary,North Central Region,Met,100.0,,,,,,
Durham Public Schools,320325,Hillside High,North Central Region,Exceeded,86.7,33.2,40.6,95.0,87.7,93.5,N
Durham Public Schools,320327,Hope Valley Elementary,North Central Region,Exceeded,85.7,,,,,,
Durham Public Schools,320328,Holt Elementary,North Central Region,Exceeded,100.0,,,,,,
Durham Public Schools,320329,Holton Career and Resource Center,North Central Region,,,,,,,,N
Durham Public Schools,320332,Forest View Elementary,North Central Region,Met,100.0,,,,,,
Durham Public Schools,320336,DPS Hospital School,North Central Region,,,,,,,,N
Durham Public Schools,320338,James E Shepard Middle,North Central Region,Met,100.0,,,,,,
Durham Public Schools,320339,Lakewood Elementary,North Central Region,NotMet,100.0,,,,,,
Durham Public Schools,320340,Little River Elementary,North Central Region,Met,100.0,,,,,,
Durham Public Schools,320341,Lakeview School,North Central Region,NotMet,69.2,6.3,,,,,N
Durham Public Schools,320342,Lakewood Montessori Middle,North Central Region,NotMet,100.0,,,,,,
Durham Public Schools,320343,Lucas Middle,North Central Region,Met,100.0,,,,,,
Durham Public Schools,320344,Fayetteville Street Elementary,North Central Region,Met,100.0,,,,,,
Durham Public Schools,320346,Lowe's Grove Middle,North Central Region,Met,100.0,,,,,,
Durham Public Schools,320347,George Watts Elementary,North Central Region,Exceeded,100.0,,,,,,
Durham Public Schools,320348,Mangum Elementary,North Central Region,Exceeded,100.0,,,,,,
Durham Public Schools,320352,Merrick-Moore Elementary,North Central Region,Met,100.0,,,,,,
Durham Public Schools,320353,Middle College HS @ DTCC,North Central Region,Exceeded,100.0,82.8,81.8,95.0,95.0,95.0,N
Durham Public Schools,320354,Morehead Montessori,North Central Region,Met,100.0,,,,,,
Durham Public Schools,320355,Neal Middle,North Central Region,NotMet,87.0,,,,,,
Durham Public Schools,320356,Northern High,North Central Region,Met,97.4,46.2,55.8,95.0,85.8,85.5,N
Durham Public Schools,320360,Oak Grove Elementary,North Central Region,NotMet,100.0,,,,,,
Durham Public Schools,320362,Parkwood Elementary,North Central Region,Exceeded,100.0,,,,,,
Durham Public Schools,320363,E K Powe Elementary,North Central Region,NotMet,100.0,,,,,,
Durham Public Schools,320364,Pearsontown Elementary,North Central Region,NotMet,100.0,,,,,,
Durham Public Schools,320365,Riverside High,North Central Region,Exceeded,89.1,53.4,90.4,92.4,77.1,86.1,N
Durham Public Schools,320366,Sherwood Githens Middle,North Central Region,NotMet,100.0,,,,,,
Durham Public Schools,320367,R N Harris Elementary,North Central Region,Exceeded,100.0,,,,,,
Durham Public Schools,320368,Southern School of Energy and Sustainabi,North Central Region,NotMet,82.9,22.4,51.5,90.4,87.1,86.2,N
Durham Public Schools,320369,Sandy Ridge Elementary,North Central Region,Met,100.0,,,,,,
Durham Public Schools,320370,Rogers-Herr Middle,North Central Region,Met,100.0,,,,,,
Durham Public Schools,320372,Southwest Elementary,North Central Region,Exceeded,100.0,,,,,,
Durham Public Schools,320374,C C Spaulding Elementary,North Central Region,Met,100.0,,,,,,
Durham Public Schools,320376,Spring Valley Elementary,North Central Region,NotMet,100.0,,,,,,
Durham Public Schools,320388,W G Pearson Elementary,North Central Region,Met,100.0,,,,,,
Durham Public Schools,320400,Y E Smith Elementary,North Central Region,Met,100.0,,,,,,
Durham Public Schools,320701,Hillside New Tech High,North Central Region,NotMet,84.6,56.3,83.3,95.0,95.0,95.0,N
Edgecombe County Public School,330,Edgecombe County Public School,North Central Region,,98.5,29.8,55.5,87.9,78.6,82.3,
Edgecombe County Public School,330304,G W Bulluck Elementary,North Central Region,Exceeded,100.0,,,,,,
Edgecombe County Public School,330308,G W Carver Elementary,North Central Region,Exceeded,100.0,,,,,,
Edgecombe County Public School,330312,Coker-Wimberly Elementary,North Central Region,NotMet,100.0,,,,,,
Edgecombe County Public School,330326,Edgecombe Early College High,North Central Region,Exceeded,100.0,95.0,,95.0,95.0,95.0,Y
Edgecombe County Public School,330328,North Edgecombe High,North Central Region,NotMet,94.1,20.8,57.1,87.0,76.3,83.1,Y
Edgecombe County Public School,330332,Phillips Middle,North Central Region,Exceeded,100.0,,,,,,
Edgecombe County Public School,330334,Princeville Elementary,North Central Region,NotMet,100.0,,,,,,
Edgecombe County Public School,330340,South Edgecombe Middle,North Central Region,Exceeded,100.0,,,,,,
Edgecombe County Public School,330344,W A Pattillo Middle,North Central Region,Exceeded,100.0,,,,,,
Edgecombe County Public School,330348,West Edgecombe Middle,North Central Region,Exceeded,100.0,,,,,,
Edgecombe County Public School,330350,SouthWest Edgecombe High,North Central Region,Met,100.0,27.8,58.4,79.1,72.5,81.4,Y
Edgecombe County Public School,330354,Stocks Elementary,North Central Region,NotMet,100.0,,,,,,
Edgecombe County Public School,330358,Tarboro High,North Central Region,Met,100.0,20.2,52.2,95.0,86.3,83.3,Y
Edgecombe County Public School,330360,Martin Millennium Academy,North Central Region,Met,100.0,,,,,,
Forsyth County Schools,340,Forsyth County Schools,Piedmont Triad Region,,93.4,56.7,82.3,95.0,85.7,86.3,
Forsyth County Schools,340308,Ashley Academy,Piedmont Triad Region,NotMet,100.0,,,,,,
Forsyth County Schools,340311,Atkins Academic & Tech High,Piedmont Triad Region,Exceeded,100.0,72.5,85.7,95.0,95.0,95.0,N
Forsyth County Schools,340314,Bolton Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340320,Brunson Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340326,Caleb's Creek Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Forsyth County Schools,340330,Carver High,Piedmont Triad Region,NotMet,65.0,6.8,69.2,95.0,68.0,73.0,N
Forsyth County Schools,340332,Career Center,Piedmont Triad Region,,,,,,,,N
Forsyth County Schools,340334,Cash Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Forsyth County Schools,340336,Carter High School,Piedmont Triad Region,,100.0,,,,,,N
Forsyth County Schools,340344,Childrens Center,Piedmont Triad Region,,,,,,,,
Forsyth County Schools,340348,Clemmons Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Forsyth County Schools,340350,Clemmons Middle School,Piedmont Triad Region,Exceeded,100.0,,,,,,
Forsyth County Schools,340351,Cook Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Forsyth County Schools,340354,The Downtown School,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340362,Early College of Forsyth Co,Piedmont Triad Region,Met,100.0,95.0,,95.0,95.0,95.0,N
Forsyth County Schools,340364,East Forsyth High,Piedmont Triad Region,NotMet,97.6,59.5,86.2,95.0,90.9,94.3,N
Forsyth County Schools,340366,East Forsyth Middle School,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340368,Easton Elementary School,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340372,Flat Rock Middle,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340376,Forest Park Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Forsyth County Schools,340380,Gibson Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Forsyth County Schools,340382,Robert B Glenn High School,Piedmont Triad Region,NotMet,88.9,44.5,80.8,95.0,86.6,84.5,N
Forsyth County Schools,340384,Griffith Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Forsyth County Schools,340385,Main Street Academy,Piedmont Triad Region,NotMet,22.2,,,,,,N
Forsyth County Schools,340390,Hall-Woodward Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340392,Hanes Middle School,Piedmont Triad Region,NotMet,100.0,,,,,,
Forsyth County Schools,340398,Homebound/ Hospital Education,Piedmont Triad Region,,,,,,,,N
Forsyth County Schools,340400,Ibraham Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340403,Jefferson Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Forsyth County Schools,340406,Thomas Jefferson Middle,Piedmont Triad Region,NotMet,100.0,,,,,,
Forsyth County Schools,340416,Kernersville Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340420,Kernersville Middle,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340424,Kimberley Park Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340426,Kimmel Farm Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340427,Kingswood School,Piedmont Triad Region,NotMet,0.0,,,,,,N
Forsyth County Schools,340428,Konnoak Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340430,Diggs-Latham Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Forsyth County Schools,340432,Lewisville Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Forsyth County Schools,340436,Lowrance Middle,Piedmont Triad Region,,100.0,,,,,,
Forsyth County Schools,340440,Meadowlark Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340442,Meadowlark Middle,Piedmont Triad Region,Exceeded,100.0,,,,,,
Forsyth County Schools,340446,Middle College of Forsyth Cnty,Piedmont Triad Region,,50.0,90.6,,95.0,90.0,95.0,N
Forsyth County Schools,340447,Middle Fork Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Forsyth County Schools,340448,Mineral Springs Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340452,Mineral Springs Middle,Piedmont Triad Region,NotMet,100.0,,,,,,
Forsyth County Schools,340453,Moore Magnet Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Forsyth County Schools,340454,Mount Tabor High School,Piedmont Triad Region,Met,94.9,59.8,88.4,95.0,92.2,92.5,N
Forsyth County Schools,340457,Frank Morgan Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Forsyth County Schools,340460,North Forsyth High,Piedmont Triad Region,NotMet,86.7,39.7,81.6,95.0,83.1,84.6,N
Forsyth County Schools,340462,North Hills Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340464,Northwest Middle,Piedmont Triad Region,NotMet,100.0,,,,,,
Forsyth County Schools,340472,Old Richmond Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340476,Old Town Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340480,Paisley IB Magnet School,Piedmont Triad Region,NotMet,100.0,,,,,,N
Forsyth County Schools,340486,Parkland High,Piedmont Triad Region,NotMet,81.8,32.6,58.6,93.4,83.3,85.6,N
Forsyth County Schools,340488,J F Kennedy High,Piedmont Triad Region,Exceeded,100.0,28.0,38.5,95.0,88.9,80.0,N
Forsyth County Schools,340490,Petree Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340492,Philo-Hill Magnet Academy,Piedmont Triad Region,NotMet,100.0,,,,,,
Forsyth County Schools,340494,Piney Grove Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340495,Ronald W Reagan High School,Piedmont Triad Region,NotMet,100.0,79.6,94.4,95.0,95.0,95.0,N
Forsyth County Schools,340496,R J Reynolds High,Piedmont Triad Region,Met,97.6,60.9,73.1,90.9,87.4,87.9,N
Forsyth County Schools,340504,Rural Hall Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340508,Sedge Garden Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340512,Sherwood Forest Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Forsyth County Schools,340514,Smith Farm Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Forsyth County Schools,340516,Southeast Middle,Piedmont Triad Region,Met,100.0,,,,,,
