District Name,School Code,School Name,SBE District,EVAAS Growth Status,Percent Participation,ACT Percent,ACT WorkKeys Percent,Passing Math III Percent,4-Year Cohort Graduation Rate Percent,5-Year Cohort Graduation Rate Percent,Graduation Project
Pitt County Schools,740360,H B Sugg Elementary,Northeast Region,,,,,,,,
Pitt County Schools,740362,Hope Middle,Northeast Region,Exceeded,100.0,,,,,,
Pitt County Schools,740366,Junius H Rose High,Northeast Region,Met,82.9,53.9,64.9,91.6,75.4,81.5,N
Pitt County Schools,740368,Lakeforest Elementary,Northeast Region,Met,100.0,,,,,,
Pitt County Schools,740374,North Pitt High,Northeast Region,Exceeded,78.1,29.6,69.7,95.0,80.8,83.5,N
Pitt County Schools,740375,Northwest Elementary,Northeast Region,NotMet,100.0,,,,,,
Pitt County Schools,740376,Pactolus,Northeast Region,Exceeded,100.0,,,,,,
Pitt County Schools,740378,Vidant Health/ Sadie Saulter,Northeast Region,,0.0,,,,,,N
Pitt County Schools,740379,Ridgewood Elementary,Northeast Region,Exceeded,100.0,,,,,,
Pitt County Schools,740380,W H Robinson Elementary,Northeast Region,Exceeded,100.0,,,,,,
Pitt County Schools,740386,Sam D Bundy Elementary,Northeast Region,Met,100.0,,,,,,
Pitt County Schools,740388,South Central High,Northeast Region,Met,89.2,41.9,74.0,83.8,85.9,87.7,N
Pitt County Schools,740390,South Greenville Elementary,Northeast Region,Met,100.0,,,,,,
Pitt County Schools,740396,Stokes,Northeast Region,Exceeded,100.0,,,,,,
Pitt County Schools,740400,Wahl Coates Elementary,Northeast Region,Met,100.0,,,,,,
Pitt County Schools,740402,Wellcome Middle,Northeast Region,NotMet,100.0,,,,,,
Pitt County Schools,740404,Wintergreen Intermediate,Northeast Region,Exceeded,100.0,,,,,,
Pitt County Schools,740406,Wintergreen Primary,Northeast Region,,,,,,,,
Pitt County Schools,740500,Early College High School,Northeast Region,Exceeded,100.0,,,,,,
Polk County Schools,750,Polk County Schools,Western Region,,97.7,71.2,77.7,95.0,87.2,89.7,
Polk County Schools,750304,Tryon Elementary School,Western Region,Exceeded,100.0,,,,,,
Polk County Schools,750314,Polk Central Elementary School,Western Region,Met,100.0,,,,,,
Polk County Schools,750317,Polk County Early College,Western Region,Met,100.0,95.0,,95.0,,,N
Polk County Schools,750318,Polk County High School,Western Region,Met,95.0,67.9,77.2,95.0,87.2,89.2,N
Polk County Schools,750319,Polk County Middle School,Western Region,Met,100.0,,,,,,
Polk County Schools,750320,Saluda Elementary School,Western Region,Met,100.0,,,,,,
Polk County Schools,750328,Sunny View Elementary School,Western Region,Met,100.0,,,,,,
Randolph County Schools,760,Randolph County Schools,Piedmont Triad Region,,98.8,59.3,69.9,95.0,88.1,91.8,
Randolph County Schools,760304,Archdale Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Randolph County Schools,760308,Braxton Craven Middle,Piedmont Triad Region,NotMet,100.0,,,,,,
Randolph County Schools,760316,Coleridge Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Randolph County Schools,760318,Eastern Randolph High,Piedmont Triad Region,NotMet,100.0,52.2,40.9,95.0,87.8,92.8,N
Randolph County Schools,760320,Farmer Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Randolph County Schools,760324,Franklinville Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Randolph County Schools,760328,Grays Chapel Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Randolph County Schools,760329,Hopewell Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Randolph County Schools,760330,John R Lawrence Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Randolph County Schools,760331,Level Cross Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Randolph County Schools,760332,Liberty Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Randolph County Schools,760336,New Market Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Randolph County Schools,760338,Northeastern Randolph Middle,Piedmont Triad Region,Met,100.0,,,,,,
Randolph County Schools,760339,Providence Grove High,Piedmont Triad Region,Met,100.0,55.1,56.9,95.0,88.0,87.8,N
Randolph County Schools,760340,Ramseur Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Randolph County Schools,760344,Randleman Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Randolph County Schools,760348,Randleman High,Piedmont Triad Region,Exceeded,96.3,50.6,77.0,95.0,87.1,90.7,N
Randolph County Schools,760352,Randleman Middle,Piedmont Triad Region,NotMet,93.1,,,,,,
Randolph County Schools,760354,Randolph Early College High,Piedmont Triad Region,Exceeded,100.0,89.4,,95.0,95.0,95.0,N
Randolph County Schools,760356,Seagrove Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Randolph County Schools,760357,Southeastern Randolph Middle,Piedmont Triad Region,NotMet,100.0,,,,,,
Randolph County Schools,760358,Southwestern Randolph High,Piedmont Triad Region,Exceeded,100.0,58.3,81.9,95.0,85.2,91.0,N
Randolph County Schools,760359,Southmont Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Randolph County Schools,760360,Southwestern Randolph Middle,Piedmont Triad Region,Met,100.0,,,,,,
Randolph County Schools,760364,Tabernacle Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Randolph County Schools,760368,Trindale Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Randolph County Schools,760376,Trinity Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Randolph County Schools,760378,Archdale-Trinity Middle,Piedmont Triad Region,NotMet,100.0,,,,,,
Randolph County Schools,760380,Trinity High,Piedmont Triad Region,Met,100.0,60.5,70.4,95.0,87.4,92.6,N
Randolph County Schools,760382,Uwharrie Middle,Piedmont Triad Region,NotMet,100.0,,,,,,
Randolph County Schools,760388,Wheatmore High,Piedmont Triad Region,Exceeded,100.0,65.2,86.8,95.0,93.9,95.0,N
Asheboro City Schools,761,Asheboro City Schools,Piedmont Triad Region,,100.0,50.4,77.2,94.3,92.6,87.1,
Asheboro City Schools,761304,Asheboro High,Piedmont Triad Region,Exceeded,100.0,50.4,77.2,94.3,92.6,87.1,Y
Asheboro City Schools,761308,South Asheboro Middle,Piedmont Triad Region,Met,100.0,,,,,,
Asheboro City Schools,761312,Balfour Elementary,Piedmont Triad Region,Exceeded,100.0,,,,,,
Asheboro City Schools,761320,Charles W McCrary Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Asheboro City Schools,761321,Donna L Loflin Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Asheboro City Schools,761328,Guy B Teachey Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Asheboro City Schools,761332,Lindley Park Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Asheboro City Schools,761336,North Asheboro Middle,Piedmont Triad Region,Exceeded,100.0,,,,,,
Richmond County Schools,770,Richmond County Schools,SandHills Region,,91.8,43.3,61.4,95.0,81.2,81.8,
Richmond County Schools,770310,East Rockingham Elementary,SandHills Region,Exceeded,100.0,,,,,,
Richmond County Schools,770312,Cordova School,SandHills Region,,,,,,,,N
Richmond County Schools,770316,Ellerbe Middle,SandHills Region,Exceeded,100.0,,,,,,
Richmond County Schools,770318,Fairview Heights Elementary,SandHills Region,Met,100.0,,,,,,
Richmond County Schools,770328,Hamlet Middle,SandHills Region,Exceeded,100.0,,,,,,
Richmond County Schools,770340,L J Bell Elementary,SandHills Region,Met,93.8,,,,,,
Richmond County Schools,770342,Ashley Chapel Educational Center,SandHills Region,NotMet,100.0,,,95.0,75.0,62.7,N
Richmond County Schools,770344,Mineral Springs Elementary,SandHills Region,Exceeded,100.0,,,,,,
Richmond County Schools,770346,Monroe Avenue Elementary,SandHills Region,Met,100.0,,,,,,
